codice della proprietà industriale	Art. 1. Diritti di proprieta' industriale 1. Ai fini del presente codice, l'espressione proprieta' industriale comprende marchi ed altri segni distintivi, indicazioni geografiche, denominazioni di origine, disegni e modelli, invenzioni, modelli di utilita', topografie dei prodotti a semiconduttori, ((segreti commerciali)) e nuove varieta' vegetali. 
codice della proprietà industriale	Art. 2. Costituzione ed acquisto dei diritti 1. I diritti di proprieta' industriale si acquistano mediante brevettazione, mediante registrazione o negli altri modi previsti dal presente codice. La brevettazione e la registrazione danno luogo ai titoli di proprieta' industriale. 2. Sono oggetto di brevettazione le invenzioni, i modelli di utilita', le nuove varieta' vegetali. 3. Sono oggetto di registrazione i marchi, i disegni e modelli, le topografie dei prodotti a semiconduttori. 4. Sono protetti, ricorrendone i presupposti di legge, i segni distintivi diversi dal marchio registrato, ((i segreti commerciali)), le indicazioni geografiche e le denominazioni di origine. 5. L'attivita' amministrativa di brevettazione e di registrazione ha natura di accertamento costitutivo e da' luogo a titoli soggetti ad un regime speciale di nullita' e decadenza sulla base delle norme contenute nel presente codice. 
codice della proprietà industriale	Art. 3. Trattamento dello straniero 1. Ai cittadini di ciascuno Stato facente parte della Convenzione di Parigi per la protezione della proprieta' industriale, testo di Stoccolma del 14 luglio 1967, ratificato con legge 28 aprile 1976, n. 424, ovvero della Organizzazione mondiale del commercio ed ai cittadini di Stati non facenti parte delle suddette Convenzioni, ma che siano domiciliati o abbiano uno stabilimento industriale o commerciale effettivo sul territorio di uno Stato facente parte della Convenzione di Unione di Parigi per la protezione della proprieta' industriale, e' accordato, per le materie di cui al presente codice, lo stesso trattamento accordato ai cittadini italiani. In materia di nuove varieta' vegetali, il trattamento accordato ai cittadini italiani e' accordato ai cittadini di uno Stato facente parte della Convenzione internazionale per la protezione delle novita' vegetali marzo 1998, n. 110. In materia di topografie dei prodotti a ((semiconduttori)), il trattamento accordato ai cittadini italiani e' accordato ai cittadini di un altro Stato solo se la protezione accordata da quello Stato ai cittadini italiani e' analoga a quella prevista dal presente codice. 2. Ai cittadini di Stati non facenti parte ne' della Convenzione di Unione di Parigi per la protezione della proprieta' industriale, ne' della Organizzazione mondiale del commercio, ne', per quanto attiene alle nuove varieta' vegetali, della Convenzione internazionale per la protezione delle novita' vegetali, e' accordato, per le materie di cui al presente codice, il trattamento accordato ai cittadini italiani, se lo Stato al quale il cittadino appartiene accorda ai cittadini italiani reciprocita' di trattamento. 3. Tutti i benefici che le convenzioni internazionali sottoscritte e ratificate dall'((Italia)) riconoscono allo straniero nel territorio dello Stato, per le materie di cui al presente codice, si intendono automaticamente estese ai cittadini italiani. 4. Il diritto di ottenere ai sensi delle convenzioni internazionali la registrazione in Italia di un marchio registrato precedentemente all'estero, al quale si fa riferimento nella domanda di registrazione, spetta al titolare del marchio all'estero, o al suo avente causa. 5. Ai cittadini sono equiparate le persone giuridiche di corrispondente nazionalita'. 
codice della proprietà industriale	Art. 4. Priorita' 1. Chiunque abbia regolarmente depositato, in o per uno Stato facente parte di una convenzione internazionale ratificata dall'Italia che riconosce il diritto di priorita', una domanda diretta ad ottenere un titolo di proprieta' industriale o il suo avente causa, fruisce di un diritto di priorita' a decorrere dalla prima domanda per effettuare il deposito di una domanda di brevetto d'invenzione, di modello di utilita', di privativa di nuova varieta' vegetale, di registrazione di disegno o modello e di registrazione di marchio, secondo le disposizioni dell'articolo 4 della Convenzione di Unione di Parigi. 2. Il termine di priorita' e' di dodici mesi per i brevetti d'invenzione ed i modelli di utilita' e le varieta' vegetali, di sei mesi per i disegni o modelli ed i marchi. 3. E' riconosciuto come idoneo a far nascere il diritto di priorita' qualsiasi deposito avente valore di deposito nazionale regolare, cioe' idoneo a stabilire la data alla quale la prima domanda e' stata depositata, a norma della legislazione nazionale dello Stato nel quale e' stato effettuato, o di accordi bilaterali o plurilaterali, qualunque sia la sorte ulteriore di tale domanda. 
codice della proprietà industriale	Art. 5. Esaurimento 1. Le facolta' esclusive attribuite dal presente codice al titolare di un diritto di proprieta' industriale si esauriscono una volta che i prodotti protetti da un diritto di proprieta' industriale siano stati messi in commercio dal titolare o con il suo consenso nel territorio dello Stato o nel territorio di uno Stato membro della Comunita' europea o dello Spazio economico europeo. 2. Questa limitazione dei poteri del titolare tuttavia non si applica (( . . . )) quando sussistano motivi legittimi perche' il titolare stesso si opponga all'ulteriore commercializzazione dei prodotti, in particolare quando lo stato di questi e' modificato o alterato dopo la loro immissione in commercio. ((3. Le facolta' esclusive attribuite dalla privativa su una varieta' protetta, sulle varieta' essenzialmente derivate dalla varieta' protetta quando questa non sia, a sua volta, una varieta' essenzialmente derivata, sulle varieta' che non si distinguono nettamente dalla varieta' protetta e sulle varieta' la cui produzione necessita del ripetuto impiego della varieta' protetta, non si estendono agli atti riguardanti: a) il materiale di riproduzione o di moltiplicazione vegetativa, quale che ne sia la forma; b) il prodotto della raccolta, comprese piante intere e parti di esse quando tale materiale o prodotto sia stato ceduto o commercializzato dallo stesso costitutore o con il suo consenso nel territorio dello Stato o di uno Stato membro della Comunita' europea o dello Spazio economico europeo, a meno che si tratti di atti che implicano una nuova riproduzione o moltiplicazione della varieta' protetta oppure un'esportazione del materiale della varieta' stessa che consenta di riprodurla in uno Stato che non protegge la varieta' del genere o della specie vegetale a cui appartiene, salvo che il materiale esportato sia destinato al consumo finale.)) 
codice della proprietà industriale	Art. 6. Comunione 1. Se un diritto di proprieta' industriale appartiene a piu' soggetti, le facolta' relative sono regolate, salvo convenzioni in contrario, dalle disposizioni del codice civile relative alla comunione in quanto compatibili. ((1-bis. In caso di diritto appartenente a piu' soggetti, la presentazione della domanda di brevetto o di registrazione, la prosecuzione del procedimento di brevettazione o registrazione, la presentazione della domanda di rinnovo, ove prevista, il pagamento dei diritti di mantenimento in vita, la presentazione della traduzione in lingua italiana delle rivendicazioni di una domanda di brevetto europeo o del testo del brevetto europeo concesso o mantenuto in forma modificata o limitata e gli altri procedimenti di fronte all'Ufficio italiano brevetti e marchi possono essere effettuati da ciascuno di tali soggetti nell'interesse di tutti.)) NORME RELATIVE ALL'ESISTENZA, ALL'AMBITO E ALL'ESERCIZIO DEI DIRITTI DI PROPRIETA' Capo II Sezione I Marchi 
codice della proprietà industriale	Art. 7. Oggetto della registrazione 1. Possono costituire oggetto di registrazione come marchio d'impresa tutti i segni ((...)), in particolare le parole, compresi i nomi di persone, i disegni, le lettere, le cifre, i suoni, la forma del prodotto o della confezione di esso, le combinazioni o le tonalita' cromatiche, ((purche' siano atti: a) a distinguere i prodotti o i servizi di un'impresa da quelli di altre imprese; e b) ad essere rappresentati nel registro in modo tale da consentire alle autorita' competenti ed al pubblico di determinare con chiarezza e precisione l'oggetto della protezione conferita al titolare.)) 
codice della proprietà industriale	Art. 8. Ritratti di persone, nomi e segni notori 1. I ritratti di persone non possono essere registrati come marchi senza il consenso delle medesime e, dopo la loro morte, senza il consenso del coniuge e dei figli; in loro mancanza o dopo la loro morte, dei genitori e degli altri ascendenti, e, in mancanza o dopo la morte anche di questi ultimi, dei parenti fino al quarto grado incluso. 2. I nomi di persona diversi da quelli di chi chiede la registrazione possono essere registrati come marchi, purche' il loro uso non sia tale da ledere la fama, il credito o il decoro di chi ha diritto di portare tali nomi. L'Ufficio italiano brevetti e marchi ha tuttavia la facolta' di subordinare la registrazione al consenso stabilito al comma 1. In ogni caso, la registrazione non impedira' a chi abbia diritto al nome di farne uso nella ditta da lui prescelta, sussistendo i presupposti di cui all'art. 21, comma 1. 3. Se notori, possono essere registrati o usati come marchio solo dall'avente diritto, o con il consenso di questi, o dei soggetti di cui al comma 1: i nomi di persona, i segni usati in campo artistico, letterario, scientifico, politico o sportivo, ((le immagini che riproducono trofei,)) le denominazioni e sigle di manifestazioni e quelli di enti ed associazioni non aventi finalita' economiche, nonche' gli emblemi caratteristici di questi. 
codice della proprietà industriale	Art. 9. Marchi di forma ((e altri segni non registrabili)) 1. Non possono costituire oggetto di registrazione come marchio d'impresa i segni costituiti ((esclusivamente: a) dalla forma, o altra caratteristica, imposta dalla natura stessa del prodotto; b) dalla forma, o altra caratteristica, del prodotto necessaria per ottenere un risultato tecnico; c) dalla forma, o altra caratteristica, che da' un valore sostanziale al prodotto)). 
codice della proprietà industriale	Art. 10. Stemmi 1. Gli stemmi e gli altri segni considerati nelle convenzioni internazionali vigenti in materia, nei casi e alle condizioni menzionati nelle convenzioni stesse, nonche' i segni contenenti simboli, emblemi e stemmi che rivestano un interesse pubblico ((inclusi i segni riconducibili alle forze dell'ordine e alle forze armate e i nomi di Stati e di enti pubblici territoriali italiani)) non possono costituire oggetto di registrazione come marchio d'impresa, a meno che l'autorita' competente non ne abbia autorizzato la registrazione. 1-bis.((Non possono altresi' formare oggetto di registrazione parole, figure o segni lesivi dell'immagine o della reputazione dell'Italia)). 2. Trattandosi di marchio contenente parole, figure o segni con significazione politica o di alto valore simbolico, o contenente elementi araldici, l'Ufficio italiano brevetti e marchi, prima della registrazione, invia l'esemplare del marchio e quantaltro possa occorrere alle amministrazioni pubbliche interessate, o competenti, per sentirne l'avviso, in conformita' a quanto e' disposto nel comma 4. 3. L'Ufficio italiano brevetti e marchi ha la facolta' di provvedere ai termini del comma 2 in ogni caso in cui sussista dubbio che il marchio possa essere contrario alla legge, all'ordine pubblico o al buon costume. 4. Se l'amministrazione interessata, o competente, di cui ai commi 2 e 3, esprime avviso contrario alla registrazione del marchio, l'Ufficio italiano brevetti e marchi respinge la domanda. 
